,age,job,marital,education,default,housing,loan,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
6938,58,self-employed,married,basic.9y,no,no,no,aug,tue,83,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
6939,50,blue-collar,married,basic.9y,no,no,no,aug,wed,93,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
6940,37,blue-collar,single,high.school,no,no,no,may,mon,325,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
6941,36,admin.,married,high.school,no,no,no,apr,mon,658,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
6942,47,blue-collar,married,professional.course,unknown,yes,no,may,tue,15,11,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
6943,40,blue-collar,married,basic.9y,unknown,no,no,apr,thu,450,2,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,no
6944,33,admin.,single,high.school,no,no,no,oct,mon,87,1,999,0,nonexistent,-3.4,92.431,-26.9,0.731,5017.5,no
6945,47,admin.,married,high.school,unknown,yes,yes,jul,tue,10,22,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
6946,53,unknown,married,high.school,unknown,no,no,may,wed,249,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
6947,40,technician,married,professional.course,unknown,no,no,jun,mon,96,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
6948,36,services,married,high.school,no,no,no,jul,fri,468,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
6949,45,blue-collar,married,basic.6y,no,no,no,may,tue,86,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
6950,45,services,single,high.school,no,yes,no,may,wed,268,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
6951,52,management,married,university.degree,no,no,no,jun,thu,423,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
6952,39,admin.,single,high.school,no,no,yes,aug,thu,92,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
6953,26,blue-collar,married,basic.9y,no,yes,no,jun,wed,71,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
6954,25,self-employed,divorced,university.degree,no,no,no,apr,mon,111,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
6955,51,blue-collar,divorced,unknown,unknown,no,no,jun,wed,15,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
6956,50,blue-collar,divorced,basic.4y,no,no,no,jul,thu,150,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
6957,31,housemaid,single,professional.course,unknown,yes,yes,aug,tue,213,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
6958,38,admin.,divorced,university.degree,no,no,no,aug,mon,172,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
6959,35,admin.,married,university.degree,no,yes,no,aug,fri,494,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
6960,56,services,married,high.school,unknown,yes,no,may,fri,26,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
6961,45,technician,married,basic.9y,unknown,no,no,may,tue,166,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
6962,30,technician,married,professional.course,no,no,no,may,wed,700,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
6963,56,management,married,university.degree,no,yes,no,jun,wed,175,3,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no
6964,32,technician,married,high.school,no,yes,no,aug,wed,125,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
6965,42,blue-collar,married,basic.4y,unknown,no,no,apr,fri,264,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
6966,36,admin.,single,university.degree,no,no,no,may,fri,146,3,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,no
6967,50,blue-collar,married,professional.course,unknown,yes,no,jul,mon,201,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
6968,39,admin.,married,high.school,no,no,no,jul,wed,184,6,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
6969,31,admin.,divorced,high.school,no,yes,no,may,thu,66,2,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
6970,32,self-employed,single,high.school,no,yes,yes,may,fri,67,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
6971,29,blue-collar,married,basic.4y,no,no,yes,jun,mon,164,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
6972,28,services,married,high.school,no,yes,yes,may,thu,189,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
6973,33,services,divorced,unknown,no,no,no,may,mon,181,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
6974,39,housemaid,married,basic.4y,no,yes,no,may,tue,54,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
6975,30,admin.,married,university.degree,no,no,no,apr,thu,132,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no
6976,44,blue-collar,married,high.school,no,no,no,may,mon,13,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
6977,44,blue-collar,married,basic.9y,no,no,no,jul,tue,265,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
6978,43,technician,married,professional.course,no,no,yes,aug,mon,108,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
6979,30,blue-collar,married,basic.6y,no,no,no,may,wed,275,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
6980,44,technician,married,high.school,no,no,no,jun,mon,360,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
6981,27,admin.,single,university.degree,no,yes,no,jun,fri,329,1,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,no
6982,30,blue-collar,single,professional.course,no,yes,no,nov,tue,111,2,999,0,nonexistent,-1.1,94.767,-50.8,1.049,4963.6,no
6983,31,blue-collar,married,basic.9y,no,yes,yes,may,fri,233,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
6984,38,technician,single,professional.course,unknown,unknown,unknown,may,wed,159,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
6985,57,retired,married,basic.4y,no,yes,no,jul,thu,496,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
6986,50,admin.,married,university.degree,no,no,no,aug,thu,88,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
6987,28,technician,single,university.degree,no,no,no,apr,fri,232,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
6988,31,technician,married,professional.course,no,no,no,may,tue,159,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
6989,31,technician,single,university.degree,no,yes,no,may,fri,7,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
6990,39,admin.,married,high.school,no,yes,no,jul,mon,627,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
6991,33,technician,married,professional.course,unknown,yes,no,aug,wed,31,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
6992,52,services,married,high.school,unknown,yes,yes,aug,mon,454,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
6993,37,retired,divorced,basic.9y,unknown,no,no,nov,tue,378,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
6994,40,blue-collar,married,professional.course,no,yes,no,jul,mon,108,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
6995,34,technician,married,professional.course,no,yes,yes,sep,fri,120,1,6,3,success,-1.1,94.199,-37.5,0.883,4963.6,no
6996,29,student,single,professional.course,no,yes,no,nov,thu,124,2,999,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,no
6997,42,admin.,married,high.school,no,yes,yes,jul,mon,388,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
6998,30,technician,single,high.school,no,yes,no,aug,tue,276,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
6999,34,admin.,married,high.school,no,yes,yes,jul,mon,193,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
7000,32,technician,married,university.degree,no,yes,no,jun,wed,123,1,999,1,failure,-2.9,92.963,-40.8,1.26,5076.2,no
7001,51,self-employed,married,basic.9y,no,no,no,may,wed,246,2,12,1,success,-1.8,92.893,-46.2,1.281,5099.1,no
7002,88,retired,married,basic.4y,no,yes,no,sep,mon,213,7,999,0,nonexistent,-1.1,94.199,-37.5,0.882,4963.6,no
7003,58,retired,married,university.degree,no,yes,no,may,mon,45,1,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no
7004,42,admin.,married,university.degree,no,no,no,aug,tue,101,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
7005,31,admin.,married,high.school,unknown,no,no,jul,wed,82,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
7006,49,blue-collar,married,basic.4y,unknown,yes,no,may,thu,282,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
7007,32,blue-collar,married,basic.9y,no,no,no,apr,fri,47,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
7008,45,technician,married,professional.course,unknown,no,no,jun,fri,124,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
7009,37,admin.,single,university.degree,no,no,no,jul,fri,188,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
7010,30,blue-collar,married,high.school,no,no,no,may,mon,122,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
7011,30,self-employed,married,professional.course,no,yes,no,jun,tue,123,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
7012,31,services,married,professional.course,no,no,no,may,wed,287,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
7013,37,admin.,divorced,high.school,no,no,yes,may,tue,461,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
7014,34,services,married,high.school,unknown,no,yes,may,tue,22,5,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
7015,50,technician,divorced,basic.9y,no,no,yes,may,thu,48,5,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
7016,36,services,married,high.school,unknown,yes,yes,apr,fri,294,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
7017,38,technician,married,high.school,no,no,no,aug,tue,138,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
7018,61,admin.,married,high.school,no,yes,no,oct,mon,146,4,999,0,nonexistent,-1.1,94.601,-49.5,0.977,4963.6,no
7019,33,admin.,single,university.degree,no,no,no,may,wed,6,7,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
7020,36,admin.,married,high.school,no,no,no,aug,mon,54,5,999,0,nonexistent,-2.9,92.201,-31.4,0.821,5076.2,no
7021,29,admin.,single,university.degree,no,yes,no,jun,mon,154,1,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,no
7022,55,blue-collar,married,basic.4y,unknown,no,no,jun,mon,184,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
7023,30,services,married,high.school,no,yes,no,jun,wed,421,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
7024,43,blue-collar,married,basic.9y,no,unknown,unknown,jun,fri,37,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
7025,21,services,single,high.school,no,yes,no,jul,tue,344,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
7026,29,blue-collar,married,basic.9y,no,yes,no,may,fri,14,4,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
7027,37,services,single,professional.course,no,yes,no,apr,mon,307,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
7028,35,technician,married,university.degree,no,no,no,may,wed,86,6,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
7029,51,blue-collar,married,basic.6y,no,yes,no,may,fri,91,9,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no
7030,47,technician,divorced,high.school,no,yes,no,jul,thu,335,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
7031,31,technician,single,professional.course,no,yes,no,apr,mon,199,6,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
7032,40,services,married,basic.9y,unknown,yes,no,jul,thu,1206,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
7033,42,self-employed,married,university.degree,no,no,yes,aug,fri,327,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
7034,46,admin.,married,university.degree,unknown,no,no,nov,mon,174,1,999,1,failure,-0.1,93.2,-42,4.191,5195.8,no
7035,23,student,single,high.school,no,no,no,may,thu,184,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
7036,43,entrepreneur,married,professional.course,no,no,no,nov,tue,63,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
7037,31,services,single,high.school,no,no,yes,jul,mon,1425,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
7038,57,services,married,high.school,unknown,no,yes,jun,thu,267,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
7039,29,self-employed,married,university.degree,no,no,no,may,tue,105,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
7040,25,technician,single,high.school,no,no,yes,jul,fri,112,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
7041,45,services,married,high.school,no,no,no,jul,thu,77,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
7042,27,admin.,married,professional.course,no,yes,no,may,thu,267,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
7043,26,services,single,high.school,no,no,no,may,wed,119,2,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,no
7044,55,management,married,university.degree,no,yes,yes,nov,mon,81,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
7045,53,self-employed,married,basic.4y,no,no,no,nov,tue,505,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
7046,50,admin.,married,high.school,no,no,no,nov,tue,87,3,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
7047,18,student,single,basic.4y,no,no,no,apr,thu,108,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no
7048,29,technician,single,high.school,no,no,no,aug,tue,63,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
7049,32,services,married,high.school,no,no,no,may,tue,181,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
7050,46,blue-collar,married,basic.9y,unknown,no,no,may,wed,167,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
7051,29,management,married,university.degree,no,no,yes,aug,wed,181,2,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
7052,57,admin.,single,university.degree,no,no,no,aug,thu,105,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
7053,42,blue-collar,married,basic.9y,no,yes,no,may,fri,114,7,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,no
7054,49,technician,married,professional.course,no,no,yes,jun,thu,138,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
7055,46,management,married,university.degree,no,no,no,apr,thu,249,1,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,no
7056,44,entrepreneur,married,university.degree,no,yes,no,nov,fri,570,4,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
7057,36,blue-collar,married,basic.9y,unknown,no,yes,jul,thu,158,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
7058,25,admin.,married,university.degree,no,no,no,jun,mon,121,4,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
7059,31,blue-collar,divorced,basic.9y,no,yes,no,jul,fri,65,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
7060,26,unemployed,single,professional.course,no,no,no,may,thu,7,7,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
7061,44,management,divorced,university.degree,no,no,no,apr,fri,1091,1,999,1,failure,-1.8,93.075,-47.1,1.479,5099.1,no
7062,50,entrepreneur,married,university.degree,no,yes,no,nov,wed,185,2,999,1,failure,-0.1,93.2,-42,4.12,5195.8,no
7063,50,entrepreneur,divorced,university.degree,no,yes,no,may,mon,131,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
7064,33,blue-collar,single,basic.9y,no,yes,no,may,fri,215,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
7065,43,technician,married,professional.course,unknown,yes,no,aug,mon,648,7,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
7066,29,admin.,single,university.degree,no,no,no,may,wed,153,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
7067,47,admin.,married,university.degree,no,no,no,jul,tue,186,9,999,0,nonexistent,-2.9,92.469,-33.6,0.908,5076.2,no
7068,27,technician,married,professional.course,no,yes,yes,jul,mon,324,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
7069,32,admin.,divorced,high.school,no,no,no,may,tue,325,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
7070,56,housemaid,divorced,basic.4y,unknown,no,no,may,tue,115,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
7071,39,blue-collar,divorced,unknown,no,no,no,may,thu,126,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
7072,30,admin.,single,university.degree,no,no,no,aug,wed,97,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
7073,35,technician,married,professional.course,no,no,no,may,wed,66,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
7074,52,unemployed,single,basic.4y,no,yes,no,may,fri,169,1,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,no
7075,55,blue-collar,married,basic.4y,unknown,yes,no,may,mon,385,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
7076,55,self-employed,married,unknown,unknown,no,no,jul,mon,136,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
7077,43,services,single,unknown,unknown,yes,no,jun,wed,86,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
7078,28,blue-collar,married,basic.9y,no,yes,no,may,fri,326,1,11,1,success,-1.8,92.893,-46.2,1.313,5099.1,no
7079,68,retired,single,university.degree,no,yes,no,sep,fri,81,1,3,1,success,-3.4,92.379,-29.8,0.741,5017.5,no
7080,48,unemployed,married,basic.4y,unknown,yes,no,jul,thu,172,3,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
7081,39,admin.,single,university.degree,no,yes,yes,may,mon,9,4,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,no
7082,41,admin.,married,university.degree,no,yes,no,may,mon,577,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
7083,40,technician,single,professional.course,unknown,yes,no,may,thu,111,3,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
7084,57,entrepreneur,married,basic.4y,no,yes,no,jun,wed,467,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no
7085,56,admin.,divorced,university.degree,no,yes,no,jul,tue,86,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
7086,32,technician,single,professional.course,no,yes,yes,jul,thu,234,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
7087,33,blue-collar,married,high.school,no,yes,no,jun,mon,110,2,999,0,nonexistent,-2.9,92.963,-40.8,1.281,5076.2,no
7088,30,blue-collar,married,basic.4y,no,yes,no,jun,wed,213,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
7089,42,admin.,single,university.degree,no,no,no,aug,mon,14,11,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
7090,42,unknown,married,university.degree,no,no,yes,jul,wed,255,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
7091,59,retired,married,basic.9y,unknown,yes,no,aug,wed,80,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
7092,33,blue-collar,married,unknown,no,no,no,jul,mon,91,4,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
7093,48,technician,divorced,professional.course,no,yes,no,jul,wed,216,7,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
7094,50,blue-collar,married,basic.9y,unknown,yes,yes,jul,fri,110,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
7095,41,blue-collar,married,professional.course,no,no,no,apr,mon,233,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
7096,29,services,married,high.school,unknown,yes,no,nov,thu,441,4,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
7097,24,services,single,basic.9y,no,yes,no,jul,wed,73,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
7098,43,management,single,university.degree,no,yes,no,oct,tue,205,1,999,0,nonexistent,-3.4,92.431,-26.9,0.744,5017.5,no
7099,48,blue-collar,married,basic.6y,no,no,no,may,fri,287,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no
7100,58,services,divorced,professional.course,no,yes,no,may,fri,293,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
7101,24,management,single,university.degree,no,no,no,apr,thu,640,2,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no
7102,50,technician,married,professional.course,no,no,no,jun,thu,158,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
7103,34,admin.,divorced,university.degree,no,unknown,unknown,oct,thu,256,2,999,1,failure,-1.1,94.601,-49.5,1.025,4963.6,no
7104,28,admin.,single,university.degree,no,no,no,mar,thu,189,1,999,0,nonexistent,-1.8,93.369,-34.8,0.635,5008.7,no
7105,34,technician,married,university.degree,no,no,no,jul,thu,85,2,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
7106,55,admin.,married,basic.4y,no,no,no,jul,thu,134,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
7107,28,student,single,university.degree,no,yes,no,apr,tue,93,3,11,2,failure,-1.8,93.075,-47.1,1.453,5099.1,no
7108,42,technician,divorced,high.school,no,yes,no,may,wed,228,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
7109,41,management,married,basic.6y,unknown,yes,no,nov,mon,264,4,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
7110,33,services,married,university.degree,no,yes,no,may,tue,119,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
7111,29,entrepreneur,married,professional.course,no,no,no,jul,fri,462,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
7112,36,technician,married,professional.course,no,no,yes,may,tue,95,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
7113,45,blue-collar,married,basic.6y,no,yes,no,may,tue,291,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
7114,26,admin.,single,university.degree,no,yes,no,may,mon,76,2,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,no
7115,44,technician,married,high.school,no,no,no,may,fri,75,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no
7116,23,student,single,high.school,no,yes,no,may,thu,143,2,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
7117,56,services,single,basic.4y,unknown,yes,no,may,mon,480,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
7118,56,entrepreneur,married,university.degree,no,yes,no,apr,thu,207,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no
7119,37,admin.,married,university.degree,unknown,yes,no,may,mon,214,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
